CoinName,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC1,PC2,PC3,CoinName,Class
LC,X11,PoS,657000000.0,657000000,-0.33729559937506604,0.9945657770563645,-0.16636282483750245,Lutetium Coin,0
KMD,Equihash,dPoW/PoW,115898131.0,200000000,-0.3646796210701463,-1.0481907495404905,0.6200587961055622,Komodo,1
GB,X11,PoW/PoS,15563873.0,50000000,-0.39680783715179835,1.246524112870282,-0.5185978611272956,GoldBlocks,0
CTC,Scrypt,PoW/PoS,43165500.0,90000000,-0.33571759541835844,1.0300951820221476,-0.563424445765819,CarterCoin,0
KRB,CryptoNight,PoW,7822432.72439746,10000000,0.3074023738007652,-2.36100578227459,0.38266897222137175,Karbo,1
BXT,SHA-256,PoW/PoS,595429.0,21000000,-0.31279321287836503,0.8875328966545774,-0.40630465619931627,BitTokens,0
ZYD,SHA-256,PoW,6243840.0,9736000,-0.14408064901660578,-1.275502312693425,0.16085399605038428,ZayedCoin,1
MST,X11,PoW/PoS,657636.34549789,3000000,-0.39732323308427003,1.2465458397796296,-0.518593917931207,MustangCoin,0
ZNE,Scrypt,PoW/PoS,2581970.0,21000000,-0.33670271633281296,1.0301208125045271,-0.5634145082533147,ZoneCoin,0
COVAL,Multiple,PoW,1000000000.0,1200000000,-0.10642781790347264,-1.7992086256662787,0.36230246122135695,Circuits of Value,1
ROOT,Scrypt,PoW/PoS,1939889.0,0,-0.33685946971641606,1.03013253699761,-0.563414081523929,RootCoin,0
DOPE,Scrypt,PoW,116845228.0,200000000,-0.165313955420215,-1.1329861748306078,0.0037174721779084175,DopeCoin,1
BTCR,Scrypt,PoS,169598616.0,0,-0.2874400161861517,0.7783605480527488,-0.21106572078599334,BitCurrency,0
DLC,SHA-256,PoW,9106714.0,10638298,-0.14403927228080302,-1.2755018663304774,0.1608533487084684,DollarCoin,1
SCN,Scrypt,PoW/PoW,665200057.0,3100000000,-0.24818606378288507,0.3088283628496493,-0.2856150886721571,Swiscoin,0
SH,Scrypt,PoW,11119200.0,30000000,-0.16781116728376416,-1.1329249499822789,0.0037432287927449273,Shilling,1
BUZZ,SHA-256D,PoW/PoS,19577787259.0,20000000000,0.03294928464626767,1.9465664997068632,-0.7949718274227058,BuzzCoin,0
XPO,PoS,PoS,74033806.7949683,74000000,-0.34102588782190985,1.4792146604619594,-0.024527929917989768,Opair,0
PSB,Scrypt,PoW/PoS,33522957.0,0,-0.3364735871651696,1.0301431207052,-0.5634210882122203,PesoBit,0
HALLO,X11,PoW/PoS,264678458.288619,1500000000,-0.3834823779908881,1.2457831878936572,-0.5186727562122616,Halloween Coin,0
XZC,Lyra2Z,PoW,7568281.24956067,21400000,-0.15307464876891758,-2.17512067382518,0.43039041374059916,ZCoin,1
CFC,PoS,PoS,148716816.0,39999898,-0.34035449988873284,1.4792590181964762,-0.02454403803653813,CoffeeCoin,0
ROYAL,X13,PoS,2500124.0,2500124,-0.2317632413942199,1.5580455869192424,-0.2644399606163507,RoyalCoin,0
GNJ,X14,PoW/PoS,100000000.0,100000000,-0.4256198155238649,2.058858775151325,-0.7518644736598462,GanjaCoin V2,0
TEAM,PoS,PoS,17818682.1654,301000000,-0.3401030961618646,1.47906676035197,-0.02451853159487028,TeamUP,0
LANA,SHA-256D,PoW/PoS,1082162635.53683,7506000000,-0.28162404597024693,1.9474720146866773,-0.7906994466268477,LanaCoin,0
ELE,Ethash,PoW,26205539.0,26205539,-0.15727271979359814,-2.084016475621639,0.39951426835842446,Elementrem,1
ZCL,Equihash,PoW,5613550.0,21000000,-0.17427601162439674,-1.952042319355999,0.42794073636548347,ZClassic,1
ARK,DPoS,DPoS,108202084.0,125000000,3.720025430026931,2.029883807203954,-0.3747358203272349,ARK,0
INSANE,X11,PoW/PoS,18342813.0,30000000,-0.3969157015555796,1.2465364152163072,-0.5185982068870911,InsaneCoin,0
KLC,Scrypt,PoW,196297971.0,10000000000,-0.0948526017990036,-1.1385313904927077,0.0035671797458462244,KiloCoin,1
ATX,X11,PoW,824000000.0,500000000,-0.2150160305845013,-0.9165043307236718,0.04837644877251019,ArtexCoin,1
EMB,X13,PoW/PoS,92192822723.0,850000000,0.8532584704654717,1.8402855326953,-0.6372893675290222,EmberCoin,0
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.39727813723964267,1.2465464255145406,-0.5185946384453468,XenixCoin,0
FRE,PoS,PoS,50000000.0,50000000,-0.3414897144074031,1.4792202518892354,-0.024522273133598123,FreeCoin,0
PLNC,Scrypt,PoW/PoS,17089600.0,38540000 ,-0.3364010878322893,1.030115701655106,-0.5634179642088316,PLNCoin,0
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000,-0.33655542548282824,1.030108828479915,-0.5634147631661117,AquariusCoin,0
KURT,X11,PoW,61364813.0,228000000,-0.22626264107580518,-0.9166052481125785,0.04854932117324862,Kurrent,1
XCRE,PoS,PoS,20000000.0,20000000,-0.3420689813241552,1.4792272553344474,-0.02451521152813308,Creatio,0
ENT,X11,PoW/PoS,6069482.07721352,60000000,-0.3968529310344962,1.246515245681425,-0.5185958901746288,Eternity,0
EUC,SHA-256,PoW/PoS,12416554.0,20000000,-0.3126558730160443,0.8875374265516577,-0.4063072651728198,Eurocoin,0
BCF,Scrypt,PoW/PoS,20244023.640728,33000000,-0.3364018304824277,1.0301199085203272,-0.5634185890193497,BitcoinFast,0
XSN,X11,TPoS,75590369.0,76500000,-0.38218265804565255,0.6644500659859658,-0.24621726518041406,Stakenet,0
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000,-0.3365492422659692,1.030119680609744,-0.5634164884587431,BitConnect Coin,0
MONEY,Scrypt,PoW/PoS,10914418.0,650659833,-0.3321360696440697,1.0297656084021345,-0.5634248807187341,MoneyCoin,0
XNG,X11,PoW/PoS,814671.0,5000000,-0.3973071326769649,1.2465447552926692,-0.5185939798439381,Enigma,0
XCI,CryptoNight,PoW,978145.0,21000000,0.30739674980889864,-2.3610143299504665,0.38267034171259673,Cannabis Industry Coin,1
RC,Scrypt,PoW/PoS,8377873.0,144000000,-0.33575972395591475,1.0300528224642589,-0.5634174591637422,Russiacoin,0
PND,Scrypt,PoS,33813143821.8337,32514916898,0.3541767755296704,0.7711482113451359,-0.21896969025564275,PandaCoin,0
UNITS,Scrypt,PoW/PoS,3472983.0,13000000,-0.33674855693743416,1.030125659530729,-0.5634145976254386,GameUnits,0
GAKH,Scrypt,PoW/PoS,3315789.0,3315789,-0.33681914708967314,1.0301311128623145,-0.5634144316536208,GAKHcoin,0
ASAFE2,Quark,PoS,10517772.7391666,15000000,-0.3608297388609164,1.4443037004859571,-0.18648049688985427,Allsafe,0
LTCR,QuBit,PoW/PoS,30227750.0,78835200,-0.34216943662144006,0.5991058724061349,-0.38924687088850696,LiteCreed,0
OS76,Scrypt,PoW,894026.0,2714286,-0.16812957831500214,-1.132912863075571,0.0037458666184708254,OsmiumCoin,1
BIC,CryptoNight,PoW,9357088.0,25000000,0.3075274874102253,-2.361013796328651,0.3826684286988248,Bikercoins,1
HXX,Lyra2RE,PoW,1876146.443596,9999999,-0.13048226555056808,-2.28643784841754,0.42142391658276734,HexxCoin,1
KED,Scrypt,PoW/PoS,23965372.0,500000000,-0.3330449232327883,1.0298556402978893,-0.5634257365339594,Klingon Empire Darsek,0
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000,-0.31276962416478354,0.8875335436287569,-0.4063050845129645,Internet of People,0
KUSH,X11,PoW/PoS,5659096.95728771,9354000,-0.39721706970437354,1.2465439032044985,-0.5185951135190382,KushCoin,0
PRX,Scrypt,PoW/PoS,11821728.0,20000000,-0.33659691566369737,1.030124477367422,-0.5634165445518032,Printerium,0
PAC,X11,PoW,536982074.0,100000000000,0.4870194791029378,-0.9731717535593734,0.047093158761668655,PacCoin,1
IMPCH,Scrypt,PoW/PoS,308179.0,21933333,-0.33672387940648163,1.0301195198898978,-0.5634140164487272,Impeach,0
CTL,CryptoNight-V7,PoW,10969318.522954,185000000,-0.14548222566613211,-2.1625830687470824,0.42951312723790275,Citadel,1
ZBC,Scrypt,PoS,2922613.96424908,55000000,-0.2890864686283938,0.7782734232202183,-0.211029488349327,Zilbercoin,0
FRST,Scrypt,PoW/PoS ,110000000.0,110000000,-0.29217389376039943,0.22571659517749068,-0.23580796609078467,FirstCoin,0
BVC,Scrypt,PoW,3115258.0,3360000,-0.16809786057956638,-1.1329124858491937,0.0037453650979841794,BeaverCoin,1
FIND,X13,PoS,14524851.4827,14524851.4827,-0.23153105716709696,1.558042779768572,-0.2644427910790607,FindCoin,0
VLTC,X11,PoW,30385540.0,1000000000,-0.2211669891019482,-0.9170545540886653,0.0485457430875579,VaultCoin,1
ZER,Equihash,PoW,6921653.89980891,17000000,-0.17428839269456758,-1.9520396067804588,0.42794050031260744,Zero,1
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000,-0.3175742740936184,1.0298984387534642,-0.5636490380093055,OpenChat,0
CDN,Scrypt,PoW,99843408.3158479,100000000 ,-0.1662307717294276,-1.1329350167409145,0.0037225977568106027,Canada eCoin,1
ZOI,Lyra2RE,PoW,18545757.5,21000000,-0.13020059625366237,-2.286438516421592,0.4214200695269586,Zoin,1
RNS,Scrypt,PoS,36050365.0,34426423,-0.2888275978211796,0.7782962217758472,-0.2110365592134023,RenosCoin,0
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901,-0.16624237962136185,-2.154720587527717,0.35841858185689807,DubaiCoin,1
XVP,X11,PoW/PoS,13162749.0858027,100000000,-0.39648263026185837,1.2464948804774636,-0.5185980053058549,VirtacoinPlus,0
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000,-0.4247223571951389,2.0086339936447692,-0.616437519872784,TajCoin,0
IMX,X11,PoW/PoS,110630387.850471,110000000,-0.39522085994433737,1.2465218570149177,-0.5186197638275066,Impact,0
EB3,Scrypt,PoW,64096052.0,4000000000,-0.13901311181318618,-1.135164361160387,0.003677732685282904,EB3coin,1
ATMOS,PoS,PoS,111135836.889,110290030,-0.3403152463290905,1.479206460727657,-0.024536652255620676,Atmos,0
HPC,X11,PoW/PoS,21521322.0099142,100000000,-0.3963805050520868,1.2464976814938715,-0.5185998596511966,HappyCoin,0
CXT,NIST5,PoW,10123200.0,48252000,-0.1737193833849554,-0.6390479372702531,-0.026692639361206257,Coinonat,1
MCRN,PoS,PoS,401421401.0,400000000,-0.33471423367301634,1.479139021349871,-0.02460497386780157,MacronCoin,0
RAIN,X11,PoW/PoS,121665451.643876,500000000,-0.39232059113356615,1.2463038184192219,-0.5186274915115635,Condensate,0
IMS,Scrypt,PoW/PoS,5368934.0,21212121,-0.336667161027381,1.030121625833215,-0.5634151294114772,Independent Money System,0
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000,-0.33666634197990464,1.0301160110602763,-0.5634142930833895,ArgusCoin,0
LMC,Scrypt,PoW/PoS,500000.0,1000000000,-0.3297861849178218,1.029563499293615,-0.56342729941991,LomoCoin,0
PROC,SHA-256,PoS,100545745.0,75000000000,0.2674658738398041,0.5931085187732908,-0.05495629019847281,ProCurrency,0
XGR,X11,PoW/PoS,17171382.0,40000000,-0.3968591053488623,1.2465303371096932,-0.5185980823790393,GoldReserve,0
BENJI,Scrypt,PoW,20276099.146524,35520400,-0.1676601436288238,-1.1329250200932093,0.003741122607615987,BenjiRolls,1
GRW,Scrypt,PoS,295135466.361878,2000000000,-0.2717244496766066,0.777265505957554,-0.21112064574456665,GrowthCoin,0
ILC,SHA-256,PoW,1317747500.0,2500000000,-0.11039851459109425,-1.2764786711333473,0.16052932806345402,ILCoin,1
PHR,PoS,PoS,11390225.9742772,30000000,-0.3421032669400594,1.4792186845869162,-0.024513436827295162,Phreak,0
DEA,Scrypt,PoW/PoS,21358764.0,105000000,-0.33587766739045954,1.0300793461041693,-0.5634198110120523,Degas Coin,0
HTML5,X15,PoW/PoS,40659020000.0,90000000000,0.8873831596791645,1.7878198318229077,-0.6741425977289146,HTML5 Coin,0
USC,SHA-256,PoS,10343113.0,200084200,-0.264033255498644,0.6356061713608837,-0.05392368729595844,Ultimate Secure Cash,0
EQT,Scrypt,PoW,13673406.4325268,72000000,-0.16748214308849105,-1.1329479733676477,0.0037420935752335346,EquiTrader,1
QTUM,POS 3.0,PoS,100000000.0,100000000,-0.32522239812271964,1.4124647404187523,0.05428087140104227,QTUM,0
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000,-0.14534003578574203,-2.1625181257742687,0.42950132815586617,Quantum Resistant Ledger,1
ESP,536,PoW/PoS,22801882871.0,50000000000,0.5732756897944544,1.9156626352491926,-0.8424430605030573,Espers,0
DYN,Argon2d,PoW,19784224.6512734,0,-0.1462777880654441,-2.183067670692903,0.4501413161713529,Dynamic,1
NANO,Blake2b,PoW,133248297.0,340282367,-0.005958183920595847,-2.309466532875409,0.43347833414712356,Nano,1
CHAN,Cloverhash,PoW,18407259.0885883,30000000,-0.13853340211380094,-2.365011801343283,0.43749050741636464,ChanCoin,1
DCY,CryptoNight,PoW,1809467143.0,2000000000,0.34352575061295165,-2.3615334633189162,0.3822423389217558,Dinastycoin,1
DNR,NIST5,PoW/PoS,4171382.0,10000000,-0.34278676616434905,1.52401532298258,-0.5938505539855489,Denarius,0
DP,X11,PoW,35138975.0,100000000,-0.22749070119069797,-0.9165412615108757,0.04855687214150293,DigitalPrice,1
VUC,NIST5,PoW/PoS,62942075.0,120000000,-0.3412887081586049,1.5239724763834035,-0.5938650813420493,Virta Unique Coin,0
BTPL,Skein,PoW/PoS,6804362.0,100000000,-0.40586940393032034,1.853160337905588,-0.7071111606734969,Bitcoin Planet,0
UNIFY,Scrypt,PoW,18133195.0,19276800,-0.16780150705017646,-1.1329165028123807,0.0037418179049090484,Unify,1
BRIT,X13,PoW/PoS,21268092.0,30000000,-0.27870993161838237,1.8098644135599313,-0.6168300523010218,BritCoin,0
SOCC,Scrypt,PoW,5167775.0, 75000000,-0.1675647924298624,-1.1329525293299552,0.003743939933430099,SocialCoin,1
ARC,X11,PoW,26042364.3735553,60000000,-0.2278854788553933,-0.9165215676414107,0.048559431713537146,ArcticCoin,1
DAS,X11,PoW,2622886.0,18900000,-0.22846305356743446,-0.9165060480546733,0.04856518369789064,DAS,1
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000,0.1281718438918577,1.0047351473669601,-0.5660971314286025,Linda,0
XLC,CryptoNight,PoW,14161803.0,54000000,0.3077918269577303,-2.361028674335383,0.38266697019243134,LeviarCoin,1
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2787807246174335,1.8098709430126152,-0.6168300459760009,DeepOnion,0
BTX,Time Travel,PoW,17801865.1605478,21000000,-0.1400817916762594,-2.2972050700809254,0.44275911860133077,Bitcore,1
GCN,Scrypt,PoW,163055097500.0,200000000000,3.2422261452888694,-1.1919817501314265,-0.03513505938979841,gCn Coin,1
SMART,Keccak,PoW,2241009149.22257,5000000000,-0.1255109697718566,-1.1677571093019539,0.10473876250213929,SmartCash,1
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000,-0.3252243739114073,1.5456186622591672,-0.0031977213923018452,Signatum,0
ONX,X11,PoW,122475638.389743,1100000000,-0.2193327427142009,-0.9170805495695431,0.04852395921050612,Onix,1
CRM,Skein,PoW/PoS,47331802.4774238,100000000,-0.405374238858741,1.853173918935125,-0.7071201516664769,Cream,0
BCH,SHA-256,PoW,17995589.6469082,21000000,-0.14385719426340252,-1.275504778805326,0.16085123644589722,Bitcoin Cash,1
XMCC,X11,PoW/PoS,12569262.5359307,9507271,-0.3971315543384081,1.2465461317064255,-0.5185966486107954,Monoeci,0
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.2891607238627404,0.7783000723591794,-0.21103247148825635,Draftcoin,0
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466,4.402862145977348,2.7393959051247863,6.685631053157392,Vechain,0
SOJ,Scrypt,PoW,485214.0,10500000000,-0.09369960725232569,-1.1388812863144298,0.0036038520435237816,Sojourn Coin,1
STCN,PoS,PoS,4000000.0,61599965,-0.34196948939021815,1.479198241746349,-0.024512225088553958,Stakecoin,0
NYC,Scrypt,PoW,143006669741.687,0,1.579098579103806,-1.0849890814614276,-0.027979858500880233,NewYorkCoin,1
FRAZ,Scrypt,PoW,9704042.0,20000000,-0.1678993664861861,-1.132919738659779,0.0037436781182064033,FrazCoin,1
KRONE,Scrypt,PoW,17453749.4042601,84000000,-0.1673508642543911,-1.1329535292104502,0.00374109245996579,Kronecoin,1
ACC,Scrypt,PoW,32646731.063036,100000000,-0.16705178206488955,-1.1329575348187364,0.0037375053070118013,AdCoin,1
LINX,Scrypt,PoW,33716526.0,100000000,-0.16703871128913117,-1.1329571763229498,0.0037372679735246817,Linx,1
XCXT,Scrypt,PoW/PoS,19539588.0,48252000,-0.3363022872290913,1.0301110008552903,-0.5634186392120735,CoinonatX,0
ETHD,Scrypt,PoW/PoS,4200000.0,4200000,-0.33680207395034883,1.030130906444871,-0.5634146397852619,Ethereum Dark,0
SUMO,CryptoNight,PoW,8946653.0,88888888,0.3079755009787072,-2.3610502582269675,0.3826676548683721,Sumokoin,1
ODN,SHA-512,PoS,25000000.0,91388946,-0.3335445553399244,1.5118100787696447,0.009514683427578201,Obsidian,0
ADA,Ouroboros,PoS,25927070538.0,45000000000,0.6759005118665425,1.2245244001280464,0.022726221078677254,Cardano,0
REC,X11,PoW/PoS,7262402.04264803,27000000,-0.39707235486859965,1.2465344077584457,-0.5185957080912998,Regalcoin,0
BTCZ,Equihash,PoW,5211553258.01514,21000000000,0.038089779768218965,-1.9622254917187552,0.4265018014268027,BitcoinZ,1
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000,-0.3448808397376338,0.565555094889487,-0.39779533654601557,TrezarCoin,0
ELM,X11,PoW,2702855668.85288,1800000000,-0.18284199414876526,-0.9166138347551761,0.04794202702015934,Elements,1
TER,Scrypt,PoW/PoS,1140734.91680375,15733333,-0.3367576706616011,1.0301233239273848,-0.5634141172193781,TerraNovaCoin,0
VIVO,NeoScrypt,PoW,4165967.57499639,27000000,-0.1809828936166109,-1.5973361477652936,0.16940905976463355,VIVO Coin,1
RUP,Lyra2REv2,PoS,24000000.0,24000000,-0.31009836439149807,0.6417933487641277,0.014257911691553295,Rupee,0
BTG,Equihash,PoW,17202361.088994,21000000,-0.1741344193006576,-1.9520384358641263,0.42793816539337404,Bitcoin Gold,1
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000,0.4324675590491725,1.0321571163327528,-0.5745027949469126,WomenCoin,0
MAY,SHA-256,PoW/PoS,92050800.0,100000000,-0.31111563002766474,0.8875186281310282,-0.40632601497837717,Theresa May Coin,0
NAMO,NIST5,PoW/PoS,560563220.0,1200000000,-0.3275506155568855,1.5235251931170273,-0.5939900986727283,NamoCoin,0
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000,-0.3923018484285438,1.7962606901993234,-0.5209232214599148,LUXCoin,0
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.1316211026155404,-2.27678722686842,0.36852291760408357,Pirl,1
XIOS,Scrypt,PoW/PoS,2149688.0,21000000,-0.33670799796286277,1.0301206676437975,-0.5634144123517629,Xios,0
BTDX,Quark,PoW/PoS,30711550.5294042,200000000,-0.4066421944444377,1.6960334574130385,-0.5388730370216214,Bitcloud 2.0,0
EBST,Scrypt,PoW,99990001.493466,100000000,-0.16622898065107594,-1.1329349676165124,0.0037225652351854776,eBoost,1
KEK,POS 2.0,PoS,12330806.30517,21000000,-0.36672002697530187,1.5102865011806865,0.059300517765485956,KekCoin,0
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.33657839156756947,1.0301289621797614,-0.5634174813769947,BlackholeCoin,0
XIN,SHA-256,PoS,8999999990.0,9000000000,-0.09179832548499064,0.6336154306539612,-0.05603716571164996,Infinity Economics,0
PURA,X11,PoW,175215859.0,350000000,-0.22400651969594532,-0.916636459561411,0.04852241181917948,Pura,1
INN,NeoScrypt,PoW,6375259.04,45000000,-0.18082826465663493,-1.597345641409597,0.16940832596237163,Innova,1
ELLA,Ethash,PoW,12756367.0,280000000,-0.15563741663839176,-2.0841652786907567,0.39951381635014566,Ellaism,1
GBX,NeoScrypt,PoW,5832306.875,31800000,-0.1809284980385166,-1.597338318428206,0.16940862510886312,GoByte,1
MAG,X11,PoW/PoS,38198594.8342105,144000000,-0.3958647431967383,1.2464782537367274,-0.5186041551387951,Magnet,0
TAU,DPoS,DPoS,288090567.493887,500000000,3.724882390107798,2.0297308809012335,-0.3747808050003963,Lamden Tau,0
ECA,NIST5,PoW/PoS,28399150208.0,30000000000,0.2167990612758982,1.5164797094703562,-0.6005559509088071,Electra,0
BCD,X13,PoW/PoS,183534024.889807,210000000,-0.2754510053015607,1.809816450078395,-0.616868487639635,Bitcoin Diamond,0
XSH,Multiple,PoW,481730566.566176,660000000,-0.11658911791170112,-1.7990752815872006,0.3624247492040785,SHIELD,1
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000,-0.3340381681568923,1.0300496795013236,-0.5634411141892695,Cash & Back Coin,0
XUN,CryptoNight,PoW,19281821413.4924,85000000000,1.1455461450878985,-2.402868435391739,0.37724250683929106,UltraNote,1
COAL,CryptoNight,PoW,4500000.0,12500000,0.3073795074453182,-2.361008317033065,0.3826696754581209,BitCoal,1
DAXX,Ethash,PoW,520891780.0,10000000000,-0.0805056798438531,-2.0895213553686687,0.39926950386279103,DaxxCoin,1
BWK,NIST5,PoS,13247178.8807286,27716121,-0.2951792591777804,1.2721801191931466,-0.2414672515306719,Bulwark,0
KLKS,Quark,PoS,16955764.902064,20000000,-0.3607156249580236,1.444303015126348,-0.18648199284196096,Kalkulus,0
AC3,X11,PoW,80316207.0,550000000,-0.2237478300481413,-0.9167819721377802,0.04854075779393785,AC3,1
LTHN,CryptoNight-V7,PoW,441250233.377,999481516,-0.13444965634704636,-2.1629019562855145,0.42940664371713977,Lethean,1
GER,Scrypt,PoW/PoS,4911500269.41,50000000000,0.07766950593601153,1.0033500057589375,-0.565180131841829,GermanCoin,0
LTCU,Scrypt,PoW/PoS,8419402.321,150000000,-0.3357166712855014,1.030049425049903,-0.5634175496010099,LiteCoin Ultra,0
POP,Scrypt,PoW,3964201248.87125,4999999999,-0.08427067177879287,-1.134425963742613,0.0027989589075704245,PopularCoin,1
PNX,X11,PoW/PoS,45174214.1078625,50000000,-0.3964460574168473,1.2465340355032553,-0.518604430167084,PhantomX,0
PHO,BLAKE256,PoW,30089671530.5228, 90000000000,1.1012251256701844,-1.1900193141131334,0.057322944031457906,Photon,1
