CoinName,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC1,PC2,PC3,CoinName,Class
SUCR,X11,PoW,4229040.50393462,19800000,-0.22843704775019683,-0.9165060215207027,0.04856481518969275,Sucre,1
SPK,NeoScrypt,PoW,7847417.33355824,21000000,-0.1809804588547883,-1.597331502754538,0.16940832426080144,SparksPay,1
WAGE,Quark,PoS,27299680.0,120000000,-0.3598801550590988,1.4442496259261328,-0.1864856413679651,Digiwage,0
GUN,NeoScrypt,PoW,299797953.0,500000000,-0.17401687114916592,-1.5975060060171005,0.16933707079300678,GunCoin,1
IRL,Scrypt,PoW,45483049.3398182,64000000,-0.16715021925966098,-1.13293276529172,0.003735144920086305,IrishCoin,1
TROLL,Scrypt,PoW/PoS,591022748.0,900000000,-0.3232802540093539,1.029818243126725,-0.5635569528711842,Trollcoin,0
LCP,Scrypt,PoW/PoS,2504486.227718,4000000,-0.3368242079467257,1.0301304519773524,-0.5634142609288882,Litecoin Plus,0
MONK,X11,PoS,4407252.0,21000000,-0.34977878853438077,0.9947086897486354,-0.16620943770857774,Monkey Project,0
PCOIN,X11,PoW,8478104.33969947,23000000,-0.22836244179632392,-0.91650641700621,0.04856382921747439,Pioneer Coin,1
UBTC,SHA-256,PoW,20166000.0,20166000,-0.14383658993840429,-1.275503577310569,0.16085076623155192,UnitedBitcoin,1
ITZ,C11,PoW,11916588.09471,23000000,-0.21549057804213934,-1.0969050852972202,0.0934446619077422,Interzone,1
TPAY,POS 3.0,PoS,20445861.5344251,25000000,-0.32672620796869994,1.412480722908043,0.054299535748108876,TokenPay,0
MCT,Ethash,PoS,1618033.0,1618033,-0.2790999046486199,-0.17279540189762593,0.18474585881664662,1717 Masonic Commemorative Token,1
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000,-0.2783532878754069,0.24820585778195509,-0.349801238098071,My Big Coin,0
TRTL,CryptoNight,PoW,53139835213.77,1000000000000,8.047376841967743,-2.9117503736989305,0.357344461717232,TurtleCoin,1
MUN,SkunkHash,PoW,4818338.98949984,16600000,-0.15716148457939175,-2.1680885019204355,0.26451583441926324,MUNcoin,1
USX,Scrypt,PoW/PoS,234846265.782157,232000000,-0.33236873143069695,1.0300786807545195,-0.5634688923521013,Unified Society USDEX,0
NBR,CryptoNight,PoW,133932467.774108,336000000,0.3112548147397355,-2.3611488709083823,0.38263658160026814,Niobio Cash,1
SSS,Scrypt,PoW,10000000000.0,10000000000,0.02492922403912482,-1.1352461011859365,0.001392233213815438,ShareChain,1
TRF,Dagger,PoW,107325266.027783,100000000,-0.1311243181201844,-2.276730637209474,0.36850740978404434,Travelflex,1
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000,-0.1735434743498797,-1.2698260524760185,0.2288800412149493,KREDS,1
TOKC,X13,PoS,230298925.0,800000000,-0.22332501728539506,1.557668501203886,-0.2645012936923869,Tokyo Coin,0
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000,-0.20245895825644641,3.6538520277433943,3.9539814088251597,BiblePay,0
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000,-0.35440683501637943,2.883677162991582,18.911940860829027,LitecoinCash,3
FLIP,Scrypt,PoW,12446100.00278,40000000,-0.16772404641930266,-1.1329301908806528,0.0037427990472772696,BitFlip,1
LOT,Scrypt,PoW,14491014421.0,18406979840,0.13941339058389693,-1.1385209627521928,0.00028209574692303016,LottoCoin,1
CIF,X11,PoW,211297638.500483,500000000,-0.22250204018971478,-0.9167096515821103,0.04851237649372927,Crypto Improvement Fund,1
SPD,C11,PoW/PoS,11251342.1879021,19340594,-0.3842480775361547,1.0661402787242433,-0.473714893831572,Stipend,0
POA,Proof-of-Authority,PoA,204479039.0,252460800,-0.39771225163537466,3.002348604244867,17.46636185300811,Poa Network,3
PUSHI,X11,PoW/PoS,2167827.1,25000000,-0.3971487822410772,1.2465338376410267,-0.5185945507876546,Pushi,0
ELP,XEVAN,PoW/PoS,419275.38,60000000,-0.30347250723166624,1.3784880663406964,-0.35839087064325686,Ellerium,0
VLX,Scrypt,PoS,25570013.1348022,124000000,-0.28832049171616086,0.7782417822146052,-0.21103544673992108,Velox,0
ONT,VBFT,PoS,650848625.0,1000000000,-0.29656715036422426,1.415183207551783,-0.014539943644275681,Ontology,0
CLO,Ethash,PoW,247612453.0,6500000000,-0.10866268294973794,-2.087622990032926,0.3993775114200098,Callisto Network,1
TUBE,CryptoNight,PoW,80049082.9057215,1000000000,0.3153048090622784,-2.361544448252785,0.3826395468128104,BitTube,1
PSD,Scrypt,PoW,4070212.1493016,21000000,-0.1679611098536531,-1.1329221951508606,0.0037449144432868393,Poseidon,1
ADK,IMesh,PoW,25000000.0,25000000,-0.1552100132830963,-2.2633527953131485,0.4298245679888946,Aidos Kuneen,1
BSX,NIST5,PoW/PoS,13787854.6277781,50000000,-0.3423856368154103,1.5239958033225172,-0.5938532288887155,Bitspace,0
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000,-0.3368515666669436,1.0301304646408018,-0.563413879376839,Briacoin,0
IC,Scrypt,PoW/PoS,1182153.5,5000000,-0.3368332733568293,1.0301294402991943,-0.5634139811073496,Ignition,0
BTL,Equihash,PoW,71355477.0,70000000,-0.17312532246422066,-1.9520481479793572,0.4279254882215211,Bitrolium,1
MEDIC,Scrypt,PoS,267297676.3125,500000000,-0.282700888434001,0.778109010099511,-0.2110941639423848,MedicCoin,0
ALPS,Lyra2Z,PoW,27340501.6514783,300000000,-0.1508575529467621,-2.175272447490578,0.43038225578167455,Alpenschillling,1
BITG,Green Protocol,PoS,9803691.3618195,21000000,-0.37506903209958187,1.5299782512436095,-0.05590286037608618,Bitcoin Green,0
DEV,PoS,PoS,21876586.8530324,88000000,-0.3415638734861795,1.4791892224391412,-0.024516548386771354,Deviant Coin,0
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000,-0.3365497248230158,1.0301181412972287,-0.5634162492651873,Abjcoin,0
SEM,Semux BFT consensus,DPoS,1231147.0,100000000,3.9057754671022384,2.0233207586132647,-0.46931835749301865,Semux,0
FTO,X11,PoW,31801461.1867843,100000000,-0.22753147900066434,-0.9165423799351616,0.04855761256732093,FuturoCoin,1
CARE,Quark,PoW/PoS,139739596.506702,200000000,-0.40531008761621173,1.6960699934758978,-0.5388972248406501,Carebit,0
NZL,PoS,PoS,11075254.0929996,80000000,-0.3417525714032042,1.4791901512782764,-0.02451404381766973,Zealium,0
XMC,CryptoNight,PoW,16016864.0,18400000,0.3075620568947036,-2.3610078121267706,0.3826670405771633,Monero Classic,1
PROTON,X16R,PoS,4403800.0,45000000,-0.3040876187763968,0.5928465120216223,-0.05555357524266313,Proton,0
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220,-0.2834080186700451,1.0276903180290122,-0.5637945003939585,iDealCash,0
JUMP,NIST5,PoW,21069346.2522598,21000000,-0.17377888374359637,-0.639028774873916,-0.026694698838990154,Jumpcoin,1
INFX,Lyra2RE,PoW,5097689.71077377,26280000,-0.13032746518001764,-2.2864460249348117,0.42142298149713675,Infinex,1
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000,-0.2627784162300738,0.8734131801328131,0.06584724901784826,Bitcoin Incognito,0
KEC,Tribus,PoW,795447.0,18000000,-0.17375661684074498,-2.076294425479342,0.4638245373100369,KEYCO,1
HWC,Scrypt,PoS,38706809.466535,26000000,-0.2888548920623366,0.778301902855524,-0.2110370344730086,HollyWoodCoin,0
GIN,Lyra2Z,PoW,6986399.70430446,10500000,-0.15315904877273992,-2.1751146715662273,0.43039069038768507,GINcoin,1
PLTC,CryptoNight,PoW,84300.0,600000518,0.3114914504753975,-2.361343823232033,0.3826627018878974,PlatinCoin,1
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000,0.5663635975381562,-2.2240300259696295,0.3980845507766519,Loki,1
NCP,CryptoNight,PoW,41294520017.0,184000000000,2.1164945949326466,-2.4517787892290035,0.3710188042179644,Newton Coin,1
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000,-0.13993241962292172,1.0277507155550865,-0.5658145970183457,Swisscoin,0
XT3,Scrypt,PoS,7630000.0154,44000000,-0.2891069533435545,0.7782812548053564,-0.21103038376995406,Xt3ch,0
MGD,Jump Consistent Hash,PoW,135862416.039898,168000000,-0.14068150561115175,-2.055928677697736,0.3171735364110913,MassGrid,1
VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000,-0.3469548636844224,1.9513312324620031,-0.7903664857463669,TheVig,0
PLURA,CryptoNight,PoW,560085952.404637,1000000000,0.32116990905492526,-2.361383584531146,0.38253305086653705,PluraCoin,1
EMAR,Scrypt,PoW/PoS,21599339.6728,84000000,-0.3360236364573278,1.0300913663816933,-0.5634195800996206,EmaratCoin,0
DKD,X15,PoS,30284196.369129,90000000,-0.19918933054721424,1.5734954818227078,-0.3115264349262519,Dekado,0
LYNX,Scrypt,HPoW,77872059787.8998,92000000000,2.237534362284731,0.20791943718932537,-0.2973109817401872,Lynx,0
POSQ,Quark,PoS,2716264.95302831,650000000 ,-0.356422350694527,1.4439400536021794,-0.18648736233664898,Poseidon Quark,0
BWS,SHA-256,PoS,57811001.000889,100262205,-0.26416111742903087,0.6356788324961051,-0.05393286670009711,BitcoinWSpectrum,0
MUSE,DPoS,PoS,18194936.0,18081806 ,1.0199048842978495,1.7326165390609338,-0.2053686944437467,Muse,0
XMN,X16R,PoW,8125865.02097646,22075700,-0.18285226868407337,-1.3183545407742503,0.15922010647027643,Motion,1
PLUS1,HMQ1725,PoW,8645406.16776286,21000000,-0.14056949751111075,-2.2605355627975547,0.38023316718814215,PlusOneCoin,1
AXE,X11,PoW,4993030.69736615,21000000,-0.2284192042499912,-0.9165064477684552,0.04856462945403806,Axe,1
TRVC,X16R,PoW/PoS,36923120.6205934,82546564,-0.3507950548687015,0.8446642347404417,-0.40794685366360994,Trivechain,0
DTEM,Quark,PoS,7082392.24744494,21000000,-0.36082916714355634,1.4442991379347383,-0.1864798159763688,Dystem,0
GIC,Quark,PoW/PoS,5919489.76813523,5151000,-0.4083267547032979,1.6961359318292517,-0.5388648991788663,Giant,0
PNY,Scrypt,PoS,1042012.45227735,16880000000,-0.16980543375214394,0.7687068519946246,-0.21125683679438337,Peony Coin,0
ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000,-0.3573976045498415,0.893601742786883,-0.3381256633140219,Absolute Coin,0
VITAE,Quark,PoS,66053877.6256106,100000000,-0.359548473051673,1.4442739838332967,-0.18649396822118666,Vitae,0
HEX,Scrypt,PoW,1416663.06600024,22105263,-0.16798569368456576,-1.1329237127767808,0.003745488169546571,HexCoin,1
TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000,-0.32972627016166417,1.0295651425922234,-0.5634283873261113,TPCash,0
WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000,-0.13432866671639337,-2.163471312476394,0.42949091838750375,Webchain,1
RYO,Cryptonight-GPU,PoW,4890897.0,88188888,-0.16377165155107964,-2.0996726299954465,0.43530628562852297,Ryo,1
URALS,XEVAN,PoW,14746153.0962884,210000000,-0.13351040643986264,-0.7846359222759351,0.20876367320808364,Urals Coin,1
QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000,3.0894619777726566,-2.2954715910313817,0.3735077892735996,Qwertycoin,1
ARE,X11,PoS,19269509.94,55000000,-0.34935611134079764,0.9946943393191443,-0.16621319516265934,ARENON,0
EUNO,X11,PoW/PoS,30771125.9760867,50000000,-0.396622034633314,1.246529208927408,-0.5186012348489797,EUNO,0
MMO,Scrypt,PoS,107763867.917675,260000000,-0.2863518862430111,0.7781920024463536,-0.21105552248418438,MMOCoin,0
KETAN,PoS,PoS,9327131.59708692,210000000,-0.34085211593770753,1.4791156532958447,-0.024515415851048102,Ketan,0
PPAI,SHA-256,PoW,2100000000.0,2100000000,-0.10367728898718613,-1.275989110759545,0.16036120066024673,Project Pai,1
XDNA,Keccak,PoW/PoS,4672513.84432375,366000000,-0.3544171240754266,0.997171669720064,-0.46186212815542355,XDNA,0
PAXEX,X11,PoS,4504639.0,100000000,-0.3492174193441977,0.9946638065239216,-0.1662105287632742,PAXEX,0
AZART,X11,PoW,5015881.37315389,25000000,-0.22839056155041743,-0.9165087143317822,0.04856457023528814,Azart,1
TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000,-0.19629683830349406,1.0202530916057186,-0.5638924734820743,ThunderStake,0
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000,-0.33414750234596263,1.7002590324988058,0.12112378247574514,Kcash,0
XCG,X16R,PoW,9753753.61515394,100000000,-0.18227982745186602,-1.3183982995223307,0.15921869043665557,Xchange,1
AAC,ECC 256K1,DPOS,1000000000.0,1000000000,-0.3583021993592105,3.471501739747062,11.897548762102534,Acute Angle Cloud,3
CRYP,Equihash,PoW,4235111504.0,7600000000,-0.0688581619880027,-1.9549340646916145,0.4268998248399206,CrypticCoin,1
BTXC,XEVAN,PoS,6787405.18013774,50000000,-0.2560946141909566,1.1266677133373955,-0.006006592291348213,Bettex coin,0
ACM,Lyra2Z,PoW,13634850.0,84000000,-0.1525566383869257,-2.175154232430157,0.4303882204381195,Actinium,1
BSV,SHA-256,PoW,17992514.6469233,21000000,-0.14385723183381333,-1.2755047798357801,0.16085123712808455,Bitcoin SV,1
BITM,XEVAN,Pos,208515864.367343,70000000000,0.5619582531120288,0.8247301386343069,0.2175057888226811,BitMoney,0
JMC,X11,PoS,17209923728.3266,0,-0.13971035539554713,1.000486318647196,-0.17002618889556873,Junson Ming Chan Coin,0
FRED,CryptoNight,PoW,1867054873.28397,8080000000,0.38734189318077167,-2.3649709808041397,0.38214725611706235,FREDEnergy,1
HERB,Quark,PoW/PoS,35312185.7437239,54000000,-0.40762125189121917,1.6961180081754805,-0.5388720812194487,HerbCoin,0
UMO,Blake,PoW,1578281.31341127,105120001.44,-0.13819806476804883,-2.1523574451723966,0.43089339658235,Universal Molecule,1
LIT,Blake,PoW,15846721.2482747,25228800,-0.1385902313999499,-2.1523072411611235,0.4308913126498125,Lithium,1
PIRATE,Equihash,PoS,13475920.0,105000000,-0.29493674255960006,-0.04087210944074547,0.21316365784907276,PirateCash,0
EXO,Exosis,PoW,406091.925,21000000,-0.13390402660191053,-2.1169377498747375,0.3570769049484423,Exosis,1
BLTG,Scrypt,PoW,35284717.173946,120000000,-0.16687773355044513,-1.132968021914831,0.0037366493243816902,Block-Logic,1
OWC,Scrypt,PoW/PoS,14777549.3940764,21000000,-0.3365537105018875,1.0301248993287142,-0.5634172138366778,Oduwa,0
BEAM,Equihash,PoW,35687520.0,262800000,-0.17219399310931308,-1.9521697180019717,0.4279307911423307,Beam,1
GALI,Quark,PoW/PoS,18265011.2486006,19035999,-0.4080774600515045,1.6961321745118794,-0.5388678259926869,Galilel,0
BTH,Equihash,PoW,25150787.5,30886000,-0.1739672048552309,-1.9520413930272709,0.427936268208746,Bithereum,1
CSPN,Quark,PoS,1934701.67524713,13370000,-0.3609461651235602,1.4443017509836027,-0.18647857067385293,Crypto Sports,0
CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000,0.5701435937059698,0.9979338705453467,-0.5712649125796877,Credit,0
SLC,QuBit,PoW,12925790.4226959,100000000,-0.17350733219785902,-1.5639554653344583,0.17791643389023815,SLICE,1
DASHP,X11,PoS,715659.44237941,19700000,-0.3498331106260777,0.9947081917918223,-0.16620860113202754,Dash Platinum,0
NSD,Scrypt,PoW/PoS,20546528.2059957,84000000,-0.33603649972871064,1.0300910135771872,-0.5634193465339082,Nasdacoin,0
BEET,XEVAN,PoW/PoS,198938144.363399,500000000,-0.29792701370095964,1.3783044271236553,-0.3584408683851395,Beetle Coin,0
TTN,SHA-256D,PoW/PoS,896361168.0,5000000000,-0.30166391072755455,1.948834550610668,-0.7906243021008973,Titan Coin,0
AWR,X11,PoW/PoS,15420234.5389336,420000000,-0.39418596749471113,1.2463136993168016,-0.5186028380749954,Award,0
BLAST,SHA-256,PoW,52293836.6277958,64000000,-0.14313322987370347,-1.2755177330952618,0.160843045291078,BLAST,1
XRC,X13,PoW,1170292.5,2100000,-0.11042989930344145,-0.35316996503968445,-0.049665463059931095,Bitcoin Rhodium,1
GLT,SHA-256,PoW,84613099.9999955,168000000,-0.14200090122413833,-1.275566032422897,0.16083446739539695,GlobalToken,1
INSN,X11,PoW/PoS,23775960.3207514,30000000,-0.396849319253853,1.2465382359020794,-0.5185994122281847,Insane Coin,0
ALX,DPoS,DPoS,1000000000.0,1000000000,3.7371259523697336,2.0296851691513953,-0.37494551042944513,ALAX,0
LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000,0.09846400355722976,1.0153659218766093,-0.5672859455297413,LiteDoge,0
SLR,Scrypt,PoW,55565076.3863525,98100000000,0.5281342190464584,-1.188668263055585,0.002405762086943085,SolarCoin,1
TRK,X11,PoW/PoS,242574105.22384,0,-0.3943887655014871,1.2466286133505584,-0.5186475463702891,TruckCoin,0
UFO,NeoScrypt,PoW,3824685012.0,4000000000,-0.10613166028092602,-1.5983147347971662,0.16850769564022847,UFO Coin,1
OC,Scrypt,PoW/PoS,3537150.0,200000000,-0.3354217788716469,1.030019361213555,-0.563417143342437,OrangeCoin,0
BLC,Blake,PoW,23356790.1494191,7000000000,-0.08904122581999364,-2.1562702668289093,0.43079522673279186,BlakeCoin,1
BITS,Scrypt,PoW/PoS,20576532.0,54256119,-0.33624704335506256,1.030107934669496,-0.5634189505373639,BitstarCoin,0
NEOS,SHA-256,PoS,4392258.24647793,21000000,-0.26537582726490977,0.6357059964385569,-0.05391994277897554,NeosCoin,0
HYPER,Scrypt,PoW/PoS,9631199.99309942,0,-0.33676549712615195,1.0301351144098658,-0.5634157878375362,HyperCoin,0
PINK,X11,PoW/PoS,436353624.490312,500000000,-0.38847572479616527,1.2464092726329628,-0.5186973049298192,PinkCoin,0
CESC,Scrypt,PoW,780210700.0,1000000000,-0.15153624101328414,-1.1332187205581965,0.003559475002514748,Crypto Escudo,1
ADC,Scrypt,PoW/PoS,980732528.97974,10500000000,-0.25044634922262166,1.0244907078114134,-0.5637733682094535,AudioCoin,0
NKA,SHA-256,PoW/PoS,17939725045.334,190000000,-0.092414213140068,0.8934483389758967,-0.41028673119857834,IncaKoin,0
PIGGY,X11,PoW/PoS,494240666.028571,1000000000,-0.3842230210790344,1.2461443933930183,-0.5187169158091881,Piggy Coin,0
CRW,SHA-256,PoW,22986929.0854247,42000000,-0.14364730155393382,-1.2755150458314037,0.16084984483564,Crown Coin,1
GEN,Scrypt,PoW/PoS,60000000.0,15000000,-0.33604372696778256,1.030143465020196,-0.563427165191366,Genstake,0
SMLY,Scrypt,PoW,29583989322.9213,50000000000,0.5478418896559926,-1.1514255764980488,-0.003493958688887982,SmileyCoin,1
MI,Scrypt,PoW/PoS,404316475.545465,400000000,-0.3291068736448358,1.0300399541389347,-0.563508763508023,XiaoMiCoin,0
GRS,Groestl,PoW,73298203.8873662,105000000,-0.20565855090153926,-1.1853259357107075,0.12426984085118488,Groestlcoin,1
CPC,X11,PoW/PoS,201364327.427503,208000000,-0.3934173648866436,1.2464965441860845,-0.5186412197667153,CapriCoin,0
CLUB,Scrypt,PoW/PoS,103621876.167052,160000000,-0.33448257679788346,1.0300756425147068,-0.5634388055969254, ClubCoin,0
RADS,PoS,PoS,3821245.74150193,9000000,-0.34234465331587755,1.4792280878274855,-0.024511473368680124,Radium,0
BTA,Scrypt,PoW,5052555.91981545,5000000,-0.16806256159623628,-1.1329127690775802,0.0037449131081531317,Bata,1
PAK,Scrypt,PoW,69684455.4387001,182000000,-0.16601780246779854,-1.1329917447428806,0.003728178444412041,Pakcoin,1
CRB,X11,Proof of Trust,16901016.6609755,16504333,-0.40875110682392457,0.6848595123326572,-0.20136991734263024,Creditbit ,0
OK,SHA-256,PoW/PoS,74676064.9488608,105000000,-0.3112924604981773,0.8875099629595223,-0.40632222808852086,OKCash,0
LSK,DPoS,DPoS,120012140.0,159918400,3.720417327618469,2.0298679117991023,-0.3747389130844867,Lisk,0
XHI,Scrypt,PoS,10000244677.7002,10008835635,-0.09635756130807165,0.7759642910768071,-0.21338213779609694,HiCoin,0
XWC,Scrypt,PoW/PoS,252005564.19257,300000000,-0.33167689911979414,1.030045769203039,-0.5634736196728737,WhiteCoin,0
FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145,-0.34950833646243856,0.5656874800935113,-0.3977504664450309,FriendshipCoin,0
J,Multiple,PoW,3332922.5,2800000,-0.12709431443683408,-1.7988619415239429,0.3625397782253223,JoinCoin,1
TRI,X13,PoW/PoS,140777.753365,120000,-0.2791799409793312,1.8098743220777438,-0.6168249607210614,Triangles Coin,0
VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000,-0.10008983849358069,-2.384732613398384,0.37858528038347306,Vollar,1
EOS,DPoS,DPoS,1020544523.0722,0,3.7302860883691555,2.030260608952256,-0.3749365308872531,EOS,0
RCC,Ethash,PoW,24487944.0958204,24487944,-0.15730588465775674,-2.0840160746521907,0.3995146726576775,Reality Clash,1
OXY,DPoS,DPoS,1122382283.37,0,3.7315303441443373,2.0302947354999556,-0.3749591235448962,Oxycoin,0
TCH,SHA-256,PoS,1000000000.0,1000000000,-0.24626950316341611,0.6354830160472059,-0.05415407092339866,TigerCash,0
WAVES,Leased POS,LPoS,100000000.0,100000000,-0.4311603575447243,3.816120757196174,11.376857916512442,Waves,3
PART,PoS,PoS,9283137.5558676,8634140,-0.3422805140817599,1.4792301261573393,-0.024512680133956,Particl,0
BTT,TRC10,DPoS,989988713439.649,990000000000,34.062421364971094,1.611413428592356,-0.7847606172615412,BitTorrent,2
NXT,PoS,PoS/LPoS,1000000000.0,1000000000,-0.3138634345922257,1.5211534516973835,0.021058105175775606,Nxt,0
ZEPH,SHA-256,DPoS,1999999995.3056,2000000000,2.471302086809393,0.9325474628821608,-0.2237351682252238,ZEPHYR,0
GAP,Scrypt,PoW/PoS,14931046.1546605,250000000,-0.3349280241528936,1.029994751628711,-0.5634203479394962,Gapcoin,0
BDX,CryptoNight,PoW,980222595.0,1400222610,0.3291410763437943,-2.3614703424365526,0.3824344258090911,Beldex,1
ZEN,Equihash,PoW,7296537.5,21000000,-0.17425544884974123,-1.9520417553750846,0.42794036299552457,Horizen,1
XBC,Scrypt,PoS,128326.99633965,1000000,-0.2895035166611016,0.7783031888151607,-0.21102813742204904,BitcoinPlus,0
